2113-132485-0048,2113-132485-0014,7131-92815-0028
336-125876-0009,336-125871-0028,7823-103122-0082
5837-39905-0021,5837-39905-0083,3228-4687-0000
3645-186230-0001,3645-77173-0017,483-125126-0050
1097-136955-0009,1097-136955-0016,104-132091-0057
3926-174988-0039,3926-891-0034,608-123193-0030
2285-149890-0014,2285-149890-0002,7938-109179-0046
60-121082-0040,60-121082-0013,51-121055-0016
1724-395-0013,1724-395-0078,5185-24767-0032
1092-134568-0036,1092-134563-0026,8590-258292-0003
6978-92936-0036,6978-92211-0019,7205-96093-0028
3486-166424-0064,3486-166446-0040,7603-274560-0060
3105-163726-0041,3105-166683-0016,636-123163-0023
2676-143903-0034,2676-143903-0105,2531-156718-0002
4289-21393-0002,4289-21393-0016,6272-70168-0018
3467-166570-0005,3467-166570-0035,4455-18532-0032
7264-92316-0031,7264-92314-0008,5393-19219-0018
2688-144987-0051,2688-144986-0015,4659-12465-0001
31-121970-0004,31-121972-0008,1179-139203-0026
6784-76150-0037,6784-76152-0027,1195-135814-0012
6104-58845-0014,6104-58843-0006,8666-293943-0051
3142-160977-0028,3142-160977-0084,2013-147610-0084
1098-133695-0001,1098-133695-0039,6235-36641-0004
3825-134160-0053,3825-134148-0019,4701-15273-0053
5890-72186-0021,5890-72188-0018,243-12956-0037
4447-14931-0041,4447-14919-0029,149-125760-0008
3992-714-0003,3992-714-0013,4195-17507-0008
6506-73020-0035,6506-73020-0024,7967-104986-0018
6895-92805-0006,6895-96175-0000,5914-52087-0003
5379-44344-0024,5379-44344-0032,2836-5355-0017
5772-43331-0033,5772-43331-0039,451-126826-0007
2339-158764-0064,2339-181100-0007,8266-279363-0004
253-126864-0004,253-126864-0011,6364-65388-0000
1819-144398-0002,1819-144402-0013,2975-151995-0046
7155-249840-0022,7155-249840-0035,328-129766-0016
8088-284756-0101,8088-284756-0042,2589-177234-0009
38-121024-0043,38-121024-0090,8200-278238-0025
492-131890-0014,492-131882-0035,5604-26987-0002
5979-42005-0033,5979-42002-0005,6138-93188-0027
7229-80665-0009,7229-80656-0048,1348-135832-0010
587-41619-0001,587-54108-0023,1502-122615-0002
1160-139727-0005,1160-139336-0010,5489-10988-0033
4813-248638-0025,4813-248638-0040,6269-66176-0018
4195-186238-0002,4195-186238-0007,8071-110067-0027
1374-133833-0052,1374-133833-0085,446-123501-0001
6359-64713-0080,6359-64713-0047,8063-274116-0005
6188-78885-0032,6188-78885-0038,5506-69895-0068
7387-279272-0008,7387-97901-0013,5724-13364-0089
5620-40470-0003,5620-40466-0025,2562-133442-0033
5914-52088-0010,5914-52087-0013,8531-282933-0079
6492-68353-0010,6492-68353-0017,5724-13364-0066
254-145458-0011,254-127705-0040,1868-145459-0017
211-122425-0061,211-122442-0007,4225-144132-0032
6784-76152-0031,6784-76151-0051,7555-101283-0002
263-121285-0005,263-121285-0004,2149-8912-0020
8097-108005-0030,8097-108005-0042,3192-4910-0007
2042-134780-0037,2042-134780-0030,7067-76048-0008
205-157088-0001,205-157088-0034,4487-1799-0014
8169-118202-0062,8169-118200-0011,3796-6400-0022
7189-77777-0033,7189-77777-0009,1685-146847-0033
6849-69603-0022,6849-69603-0005,7780-274562-0101
1040-133433-0034,1040-133433-0021,3112-9555-0019
4111-184447-0065,4111-184447-0020,778-126734-0068
85-121551-0067,85-121551-0134,7932-93470-0031
637-127597-0000,637-127597-0034,8592-285135-0005
128-121911-0034,128-134883-0046,7756-84187-0031
6749-76160-0007,6749-53256-0020,6548-39672-0001
6690-73075-0007,6690-73073-0011,1819-144402-0009
3125-163698-0003,3125-163698-0050,1383-130489-0027
2910-131096-0048,2910-131096-0091,7959-109185-0040
3807-4955-0005,3807-4923-0039,1665-132826-0054
204-287139-0032,204-148920-0034,5340-8682-0025
7316-10642-0000,7316-10642-0039,1422-146123-0020
1225-129802-0060,1225-129802-0012,594-127731-0031
3934-102415-0022,3934-102415-0034,2368-157054-0023
4474-14186-0004,4474-14186-0053,6402-102886-0003
4930-20046-0044,4930-20046-0006,6395-87997-0023
6865-95969-0023,6865-95963-0037,1563-137590-0074
5198-204975-0013,5198-204974-0016,3928-153301-0016
8321-284222-0006,8321-260942-0002,7946-111913-0018
698-122863-0007,698-122863-0024,6437-66173-0004
8404-282926-0002,8404-282926-0071,1923-161975-0023
5684-46240-0049,5684-46240-0034,7335-290365-0048
5720-48302-0012,5720-48807-0014,4535-279856-0016
7569-102240-0052,7569-102240-0064,3867-173236-0042
274-121398-0011,274-121398-0033,8424-284526-0004
2010-121416-0020,2010-121416-0036,8009-284678-0030
4289-21393-0053,4289-12723-0018,5860-67891-0001
8112-281876-0029,8112-281888-0047,4088-158077-0033
1390-130494-0027,1390-130493-0017,4021-180238-0077
8097-108005-0004,8097-108005-0047,6391-65553-0017
956-127932-0008,956-157879-0037,6594-68896-0080
4411-14501-0005,4411-14501-0029,6227-60173-0011
3945-890-0006,3945-29110-0018,3328-166436-0020
7859-102521-0016,7859-102518-0000,6512-67886-0046
2531-156718-0008,2531-156718-0010,1482-140071-0031
426-122821-0012,426-122821-0029,1767-142932-0004
1225-129802-0010,1225-129802-0063,1708-142415-0065
4757-1811-0065,4757-1811-0038,708-129393-0076
1579-128155-0037,1579-128140-0040,37-225-0031
2162-164461-0001,2162-181961-0025,458-126305-0037
231-127936-0003,231-127936-0041,277-127368-0086
4495-18533-0000,4495-10160-0029,6849-69603-0104
6232-36628-0054,6232-36628-0088,1401-14358-0022
2882-147159-0026,2882-147159-0066,4225-144132-0094
806-123715-0034,806-123715-0024,5045-1197-0035
7713-106729-0009,7713-106729-0026,459-123443-0011
4701-15046-0023,4701-15273-0076,5118-40477-0008
79-121541-0003,79-121541-0108,923-132306-0059
8536-244441-0019,8536-244441-0074,6519-69412-0041
1920-1793-0016,1920-1793-0059,8576-300229-0016
3912-3831-0013,3912-82271-0027,1536-138488-0002
6352-83633-0014,6352-88007-0008,876-126411-0083
1447-130550-0027,1447-130551-0017,8329-279775-0082
6010-56788-0015,6010-56788-0063,5935-43322-0019
3054-128245-0024,3054-128244-0024,3357-28380-0023
4039-184266-0030,4039-184266-0014,718-129596-0016
8635-295759-0035,8635-295759-0030,2368-157056-0008
4853-27671-0007,4853-27670-0021,9022-282357-0027
38-121024-0068,38-121024-0077,5123-34572-0021
2775-160958-0036,2775-134792-0001,79-121541-0107
1401-174511-0025,1401-174511-0021,4495-10160-0055
8273-283130-0029,8273-114823-0056,6411-58876-0015
5809-51162-0031,5809-51163-0021,5340-8682-0053
3328-166436-0033,3328-166436-0004,7348-275164-0006
783-126739-0008,783-126739-0025,318-124224-0051
4863-258982-0009,4863-258982-0035,6178-86034-0025
4594-901-0021,4594-902-0055,7540-101262-0017
4659-12464-0028,4659-12465-0015,3370-163384-0034
336-125871-0011,336-125871-0016,7737-112595-0029
2545-135235-0015,2545-135235-0059,5789-57158-0034
6531-61334-0100,6531-61334-0009,4948-28016-0003
8447-285242-0025,8447-286257-0005,1621-141593-0019
8322-276748-0152,8322-276748-0116,5854-287849-0001
175-129587-0009,175-127696-0006,3417-6522-0053
19-227-0064,19-198-0008,839-130898-0089
4407-13132-0022,4407-13145-0016,4358-44937-0033
8576-300229-0002,8576-300229-0018,5583-41919-0006
7518-86741-0044,7518-86741-0006,111-126265-0003
497-129325-0027,497-125118-0025,1266-135837-0020
1746-143015-0092,1746-143015-0016,2853-164188-0018
551-132996-0015,551-129024-0017,149-125760-0082
6674-71400-0012,6674-71400-0021,192-128345-0042
311-124404-0083,311-124404-0098,5993-19685-0002
2256-137597-0019,2256-137628-0005,3547-8365-0028
585-294811-0143,585-294811-0044,3105-166683-0020
404-132013-0032,404-132013-0021,3340-170982-0041
2133-289460-0055,2133-2145-0025,8447-285242-0026
2836-5355-0038,2836-5354-0052,161-121743-0044
5429-210770-0086,5429-210770-0100,278-127215-0088
6709-74022-0048,6709-81688-0013,4659-12464-0000
1200-135068-0028,1200-135043-0029,3258-169291-0051
4406-16883-0044,4406-16882-0032,5186-7793-0100
5840-54188-0061,5840-54188-0025,5429-210770-0092
8012-273154-0007,8012-273137-0033,1487-133273-0076
4799-25949-0029,4799-25950-0074,3347-134420-0052
1968-145732-0068,1968-145732-0061,5271-10982-0008
8664-295007-0035,8664-292560-0017,8113-301694-0013
7498-99122-0017,7498-99157-0005,29-126858-0027
8296-279865-0015,8296-279865-0011,4327-9916-0021
5940-54016-0031,5940-54016-0074,4216-10164-0038
4434-73958-0016,4434-73958-0030,2445-148556-0006
2050-157659-0041,2050-164335-0012,6323-10337-0017
8075-279229-0028,8075-279239-0003,5340-8682-0019
1132-138883-0010,1132-145024-0041,7769-99396-0008
3196-151982-0018,3196-151981-0068,5618-48830-0058
5230-4879-0006,5230-4879-0011,8678-280914-0076
4145-104606-0034,4145-104606-0030,1961-145733-0007
3227-24784-0000,3227-24747-0064,803-139743-0032
157-126796-0021,157-121899-0003,6512-67886-0013
2061-147110-0112,2061-147110-0043,3549-8890-0021
6235-36641-0033,6235-36641-0075,7467-69610-0098
254-12312-0020,254-27760-0005,681-161945-0036
5322-7678-0026,5322-7678-0022,3911-8888-0008
335-125951-0002,335-125945-0002,1723-141149-0060
5933-104482-0010,5933-91994-0015,242-122626-0029
6281-65531-0005,6281-1315-0009,7226-86964-0006
5076-61727-0038,5076-287393-0031,8490-284268-0002
1154-129976-0017,1154-129975-0034,1868-145473-0018
5641-32124-0042,5641-39772-0048,1653-141272-0011
4434-73957-0046,4434-73958-0045,6549-71115-0042
1647-142742-0015,1647-140649-0041,6153-62535-0043
3465-20044-0025,3465-20022-0029,6963-81511-0087
3567-7276-0006,3567-7276-0001,6494-60800-0040
3686-171133-0053,3686-171133-0070,8098-278278-0025
8245-274393-0027,8245-274392-0029,1552-140651-0053
6540-62512-0000,6540-62512-0044,5731-50778-0019
1446-122614-0042,1446-122614-0011,3143-160986-0045
1367-291967-0033,1367-291968-0029,7008-34652-0026
4973-24515-0028,4973-24515-0009,38-121024-0004
7991-102381-0047,7991-102381-0123,3969-175415-0004
6009-57646-0029,6009-57643-0008,7491-114605-0023
1685-146847-0027,1685-146847-0042,4836-26485-0064
976-131541-0005,976-131541-0007,7938-110128-0003
4863-258982-0039,4863-258985-0014,6749-53254-0042
6138-93186-0034,6138-93186-0008,3792-176660-0083
851-131029-0031,851-131029-0034,5703-47198-0053
5002-72876-0031,5002-72876-0026,4396-14564-0028
7376-64577-0039,7376-64577-0001,1968-145732-0084
778-126734-0023,778-126734-0027,6574-70756-0011
6323-10337-0082,6323-10337-0079,5933-73033-0009
313-128021-0002,313-122804-0031,2975-151995-0021
4122-157669-0020,4122-157669-0070,501-125127-0072
5192-19396-0015,5192-19397-0016,711-187464-0026
6395-87997-0010,6395-84349-0019,5185-24767-0021
4898-20016-0028,4898-28461-0033,1373-135029-0003
887-123290-0008,887-123291-0034,5136-24633-0034
690-134308-0044,690-133452-0060,6754-107482-0012
111-126277-0006,111-126265-0005,3606-6850-0092
1564-142299-0047,1564-142299-0094,7148-7763-0015
7220-77911-0023,7220-77911-0000,92-6488-0037
8531-282933-0040,8531-282933-0068,1027-125140-0005
2013-147610-0074,2013-147610-0024,4015-63496-0043
5224-35439-0014,5224-35456-0008,3571-173556-0039
6792-73035-0070,6792-73035-0009,921-127937-0023
8005-113328-0003,8005-113328-0002,1844-144486-0044
1334-135589-0098,1334-135589-0058,5379-15784-0045
45-121050-0041,45-121050-0016,5463-39174-0047
1195-130164-0007,1195-130164-0029,8272-279781-0039
8316-279798-0051,8316-279798-0015,1933-146437-0001
114-129324-0002,114-129317-0011,2140-160867-0036
4013-11734-0001,4013-11734-0042,6076-51654-0034
4352-16038-0039,4352-10941-0019,439-122810-0019
8088-284756-0020,8088-284756-0079,2256-137627-0007
6773-76039-0012,6773-76039-0045,1773-145712-0035
1743-142912-0036,1743-142913-0023,6685-70977-0035
5894-64100-0006,5894-64100-0014,6752-74795-0046
497-129325-0017,497-129325-0073,1316-132782-0030
2724-89874-0002,2724-89874-0112,6157-40556-0022
1266-136523-0024,1266-136524-0015,5123-29120-0008
8500-258287-0020,8500-258286-0025,696-92939-0001
4734-220952-0012,4734-220951-0024,1691-142296-0025
479-134717-0046,479-107479-0021,7777-106366-0026
4263-20411-0027,4263-16194-0022,1898-145720-0008
7522-69612-0076,7522-69612-0006,3361-130131-0033
899-126232-0029,899-126233-0005,6276-62021-0050
2654-158744-0067,2654-158744-0024,5126-36956-0033
56-1731-0011,56-1731-0026,8272-279789-0031
7717-104491-0034,7717-104491-0057,3483-119637-0039
7957-39967-0044,7957-39967-0004,4474-14185-0059
1757-128127-0037,1757-128103-0020,4088-158077-0014
2002-139469-0006,2002-139469-0012,2815-160188-0041
7342-254918-0013,7342-254918-0003,3645-77173-0011
4659-26489-0002,4659-26489-0001,6807-106437-0003
4583-17998-0003,4583-16044-0030,4853-29413-0010
166-126302-0007,166-352-0025,3607-29116-0000
318-124224-0057,318-124224-0073,1040-133433-0027
705-150468-0000,705-167610-0018,6188-73024-0006
7553-101289-0049,7553-101289-0030,8705-290361-0011
5918-46890-0004,5918-46890-0044,5230-4879-0026
4511-76322-0012,4511-45512-0023,8071-114972-0001
1800-142858-0032,1800-142858-0001,246-224-0024
1690-142293-0093,1690-142293-0119,2062-109873-0017
3100-142810-0095,3100-142810-0140,2045-158081-0075
2042-148298-0027,2042-136442-0005,366-126663-0000
2195-150901-0027,2195-150901-0008,8295-287767-0005
6967-50152-0022,6967-50150-0005,3869-699-0011
2026-22756-0012,2026-81608-0025,2007-149877-0007
4594-902-0043,4594-902-0059,2925-162505-0091
6075-57154-0017,6075-57154-0002,3179-7153-0015
8499-256253-0025,8499-256247-0017,8246-107993-0082
2026-81609-0019,2026-22756-0018,2825-6391-0048
2473-157859-0031,2473-155521-0030,6981-70843-0067
166-352-0043,166-122789-0015,5480-41606-0022
2229-152864-0013,2229-152864-0004,4137-11701-0013
1456-130553-0009,1456-136846-0004,2240-148521-0023
5280-204996-0014,5280-204996-0046,6300-39661-0047
1564-142299-0017,1564-142299-0053,152-183930-0037
215-122798-0058,215-122798-0031,5062-294697-0012
7250-86746-0122,7250-86746-0061,5019-274728-0025
5036-18451-0034,5036-18450-0058,2356-154907-0039
2989-138035-0070,2989-138028-0041,3261-154309-0059
7511-102420-0012,7511-102420-0024,6849-69603-0029
2481-12731-0007,2481-163597-0020,2790-142824-0120
475-125002-0011,475-124999-0003,887-123290-0028
122-121734-0010,122-129752-0022,6610-70916-0008
1390-130493-0000,1390-130494-0001,5333-5083-0043
5245-3984-0084,5245-3984-0003,1559-139347-0030
1094-157767-0071,1094-157767-0029,2096-136868-0062
2194-141248-0032,2194-141235-0004,3983-5331-0033
1349-135892-0063,1349-135892-0036,5672-88363-0023
7848-275129-0016,7848-275169-0014,2730-154436-0060
5118-40456-0018,5118-111612-0013,5007-31603-0024
4313-9937-0027,4313-9936-0008,4712-49746-0015
7565-101281-0001,7565-101281-0041,2297-28913-0030
8490-284269-0023,8490-284268-0005,202-129387-0067
1943-138033-0008,1943-138033-0049,201-127786-0023
3926-174988-0056,3926-174988-0033,1365-134830-0034
6333-39678-0037,6333-39676-0010,2481-156738-0044
1559-139353-0059,1559-139347-0038,6557-65546-0039
5656-44576-0013,5656-44577-0015,1474-128275-0011
559-126296-0021,559-126296-0027,8063-274117-0006
807-124223-0071,807-124223-0094,2053-138888-0001
3825-134160-0020,3825-134160-0032,46-128001-0000
4481-17498-0017,4481-17499-0047,8193-116805-0008
337-123025-0016,337-123033-0009,684-131458-0028
5826-48845-0056,5826-53496-0042,8328-280925-0096
6754-283198-0022,6754-107484-0037,8678-280914-0068
8897-294721-0031,8897-294721-0017,8388-275212-0025
3992-714-0063,3992-714-0062,6784-76151-0020
8765-295009-0014,8765-295009-0035,8820-294114-0037
1392-128226-0008,1392-135659-0021,1943-138033-0053
3033-130750-0013,3033-138641-0010,317-130243-0029
1733-139046-0041,1733-139046-0094,8765-295003-0021
8396-120277-0012,8396-120280-0017,4848-29108-0016
8776-270778-0074,8776-270778-0077,8643-298549-0095
89-218-0044,89-218-0029,3587-140711-0046
7357-94126-0031,7357-94126-0002,4441-76250-0019
3436-172171-0049,3436-172162-0003,5789-57195-0000
87-121553-0020,87-121553-0058,6333-39671-0041
8465-246943-0011,8465-246943-0004,7699-105389-0097
7326-245693-0036,7326-245693-0040,1081-125237-0086
6181-216552-0103,6181-216552-0012,3645-39840-0008
548-126961-0034,548-126959-0047,2346-152201-0004
6798-77736-0008,6798-77737-0020,7874-110243-0037
3257-169288-0074,3257-169288-0027,1710-133295-0001
1502-122619-0063,1502-122615-0026,830-130727-0049
4189-115680-0006,4189-274546-0018,77-121518-0029
4948-28002-0001,4948-28015-0040,7126-59167-0049
8753-297969-0016,8753-297948-0022,671-131040-0026
730-360-0034,730-358-0042,2254-152826-0009
5826-53496-0034,5826-53497-0036,1046-133224-0051
9026-282385-0000,9026-282386-0003,1006-135212-0102
3923-153309-0039,3923-153309-0029,3540-163612-0042
792-127528-0033,792-127527-0052,8445-281202-0002
3330-170956-0058,3330-170956-0035,7085-2327-0006
6358-73329-0136,6358-73329-0085,8677-246948-0010
2989-138035-0056,2989-138035-0039,584-47041-0035
101-126859-0016,101-126860-0028,8573-286306-0062
6865-95969-0014,6865-95959-0034,3665-8587-0040
458-126294-0009,458-126305-0012,6828-68770-0005
6385-34669-0001,6385-34655-0019,6178-86034-0074
1779-142733-0043,1779-142733-0038,201-122255-0016
2568-156115-0012,2568-156117-0006,3500-134409-0098
188-135249-0010,188-135249-0006,6235-36641-0027
8808-295459-0026,8808-283205-0030,3196-151981-0028
4442-2868-0016,4442-2868-0047,3118-5912-0017
1594-135914-0049,1594-135914-0043,937-148985-0018
328-129766-0043,328-129766-0087,6153-62535-0032
1353-121397-0008,1353-134827-0013,5152-29465-0066
5809-58763-0001,5809-58763-0024,4455-14896-0033
1933-146437-0035,1933-146437-0052,6407-66983-0068
7839-109872-0015,7839-109877-0012,8195-117382-0095
2997-163246-0078,2997-163246-0082,6075-57154-0034
730-358-0045,730-359-0023,318-124224-0006
6668-34648-0016,6668-34648-0027,7946-111913-0019
8063-274112-0023,8063-274112-0031,742-128034-0000
4800-73728-0010,4800-38660-0012,1132-145024-0077
3703-71531-0017,3703-71531-0009,2046-141204-0013
6563-63821-0012,6563-63821-0019,1012-133424-0004
1161-135206-0003,1161-135206-0070,3467-166572-0057
1649-150127-0039,1649-150127-0006,7327-93283-0022
8643-298549-0077,8643-298549-0051,7705-101580-0017
3885-1193-0009,3885-7167-0028,6099-67860-0015
8664-295007-0044,8664-175359-0020,5248-24760-0022
365-126320-0009,365-84340-0001,679-155529-0043
8215-275203-0016,8215-275211-0052,6529-62554-0025
215-122798-0034,215-122798-0093,920-681-0000
168-123450-0001,168-129245-0012,7128-84121-0046
3780-177788-0012,3780-177788-0002,3894-6552-0029
459-127522-0029,459-123443-0026,3540-163612-0097
778-126734-0038,778-126734-0065,1460-138290-0047
2979-156237-0036,2979-156236-0018,413-22437-0036
835-130876-0074,835-130876-0053,4830-25898-0025
2494-156015-0025,2494-156015-0022,6534-71091-0017
4591-14356-0029,4591-16221-0006,720-173580-0024
6568-79375-0037,6568-68352-0028,5076-287393-0030
6777-76694-0012,6777-76701-0042,1230-139225-0020
1800-142858-0096,1800-142858-0067,5620-40469-0002
1801-138032-0090,1801-138032-0060,5285-48598-0025
1053-132821-0037,1053-132850-0014,7683-103530-0021
7859-102521-0006,7859-102519-0030,5968-61356-0027
1066-4479-0003,1066-4479-0032,3557-8342-0047
5244-59146-0028,5244-73127-0022,2758-86588-0012
5672-88363-0000,5672-75791-0030,594-127732-0000
1767-142944-0027,1767-142942-0008,258-130878-0048
8404-282926-0049,8404-282926-0011,6641-64718-0087
3003-14274-0046,3003-14274-0001,6072-89736-0031
2368-157056-0003,2368-157056-0035,5043-28402-0007
5606-54666-0054,5606-54666-0043,2067-143536-0035
2919-7269-0004,2919-7270-0054,1100-124547-0037
964-140397-0019,964-124569-0015,920-668-0007
6895-92805-0034,6895-92806-0009,5164-19198-0026
5618-48831-0024,5618-48830-0029,7247-77778-0007
4993-40688-0069,4993-40677-0071,7318-96151-0044
1736-152007-0067,1736-142281-0055,8770-295465-0036
8545-273050-0057,8545-287671-0056,5725-48803-0009
4872-20425-0014,4872-20425-0037,4945-29091-0026
6660-103647-0027,6660-103629-0006,6513-67788-0011
6121-8686-0034,6121-9014-0096,2289-152258-0000
7938-109179-0034,7938-110127-0011,6513-71946-0042
7326-245693-0043,7326-96553-0021,7910-105673-0043
4352-16038-0001,4352-16038-0030,4991-6180-0027
3905-172165-0025,3905-172165-0048,6804-79287-0045
6032-58192-0046,6032-58192-0044,3032-19361-0018
